epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
110,12278.2,0.97123,0.48299,0.0028,0.85219,0.78697,0.83356,0.56117,1.24989,0.80588,0.0045,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,12390,0.97968,0.48581,0.00281,0.84377,0.78229,0.82623,0.56351,1.24176,0.81143,0.00446,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,12501.1,0.9594,0.47668,0.00284,0.86196,0.76795,0.82757,0.56197,1.24041,0.81716,0.00447,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,12613.1,0.98148,0.48928,0.00277,0.84057,0.78712,0.82792,0.56572,1.23929,0.81338,0.00446,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,12724.2,0.98688,0.49115,0.00281,0.85585,0.76699,0.82857,0.56811,1.24087,0.8147,0.00446,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,12835.4,0.94742,0.46475,0.00274,0.85319,0.77367,0.8316,0.57051,1.24067,0.82458,0.00445,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,12946.7,0.96323,0.47803,0.00283,0.85138,0.78452,0.83416,0.56972,1.2381,0.81794,0.00444,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,13057.1,0.94445,0.46225,0.00264,0.86166,0.78301,0.8354,0.56688,1.23882,0.80622,0.00444,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,13168.7,0.949,0.47777,0.00279,0.88348,0.7671,0.83084,0.56492,1.23862,0.81508,0.00445,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,13280.4,0.94955,0.47053,0.00271,0.86276,0.78642,0.82985,0.56774,1.23877,0.82129,0.00445,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,13391.8,0.93395,0.4649,0.00268,0.86562,0.78581,0.83124,0.5673,1.23735,0.81939,0.00444,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,13503.4,0.95474,0.48183,0.00269,0.87358,0.78431,0.83406,0.56695,1.23756,0.82196,0.00444,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,13615.3,0.92385,0.45631,0.00266,0.87064,0.78101,0.83196,0.56616,1.23514,0.82391,0.00443,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,13727.2,0.92343,0.45726,0.00268,0.86839,0.78765,0.83158,0.56651,1.23427,0.82513,0.00443,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,13838.9,0.92724,0.45591,0.00269,0.87908,0.78096,0.83421,0.56671,1.2325,0.81679,0.00443,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,13950,0.92355,0.45154,0.00261,0.86879,0.78674,0.8299,0.56531,1.23512,0.82315,0.00444,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,14061.5,0.91715,0.44962,0.00262,0.87383,0.77224,0.82761,0.56859,1.2343,0.82163,0.00443,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,14172.7,0.92768,0.45914,0.00256,0.89715,0.75629,0.82879,0.56911,1.23236,0.82177,0.00442,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
